NR_CONVENIO;ANO;UNID RESP;MODALIDADE;RP;VINCULAÇÃO;C / D;DESCRIÇÃO RP;AUTOR;PROPOSTA;PROCESSO;CNPJ;PROPONENTES;UF;SITUACAO;SITUACAO DE CONTRATACAO ATUAL;EMPENHADO;PUBLICACAO;OBJETO;CATEGORIA; VL_GLOBAL_CONV; VL_REPASSE_CONV; VL_CONTRAPARTIDA_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIA_LIMITE_PREST_CONTAS;SUB_ROGACAO;ESTADO;NR_EMENDA;NOME_PARLAMENTAR;BENEFICIARIO_EMENDA;IND_IMPOSITIVO;TIPO_PARLAMENTAR; VALOR_REPASSE_PROPOSTA_EMENDA; VALOR_REPASSE_EMENDA
884253;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;FATIMA BEZERRA / EMENDA 6;000519/2019;21000.049117/2019-80;08.158.800/0001-47;MUNICIPIO DE JACANA;RN;Convênio Anulado;Convênio Anulado;Normal;não;Aquisições de Trator sobre rodas tração 4x4, potência entre 80 a 125 CV e Grade Aradora intermediária tipo arrasto de 18 discos de 26-28 polegadas;MÁQUINAS E EQUIPAMENTOS; 140.500,00 ; 140.000,00 ; 500,00 ;31/12/2019;27/11/2021;26/1/2022;Lote 3;Rio Grande do Norte;38060006;FATIMA BEZERRA;0;SIM;INDIVIDUAL;140000;140000
884254;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;FATIMA BEZERRA / EMENDA 6;000558/2019;21000.049118/2019-24;08.308.470/0001-29;MUNICIPIO DE SAO VICENTE;RN;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;AQUISIÇÃO DE IMPLEMENTOS AGRÍCOLAS DESTINADOS AO MUNICÍPIO DE SÃO VICENTE/RN.;MÁQUINAS E EQUIPAMENTOS; 141.000,00 ; 140.000,00 ; 1.000,00 ;31/12/2019;25/7/2022;23/9/2022;Lote 6;Rio Grande do Norte;38060006;FATIMA BEZERRA;0;SIM;INDIVIDUAL;140000;140000
884255;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;FATIMA BEZERRA / EMENDA 6;000549/2019;21000.049119/2019-79;08.349.003/0001-47;MUNICIPIO DE JANDUIS;RN;Convênio Anulado;Convênio Anulado;Normal;não;AQUISIÇÃO DE IMPLEMENTOS AGRÍCOLAS DESTINADOS AO MUNICÍPIO DE JANDUIS/RN.;MÁQUINAS E EQUIPAMENTOS; 100.500,00 ; 100.000,00 ; 500,00 ;31/12/2019;26/1/2022;27/3/2022;Lote 2;Rio Grande do Norte;38060006;FATIMA BEZERRA;0;SIM;INDIVIDUAL;100000;100000
884256;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;JOSIAS GOMES / EMENDA 1;005687/2019;21000.048793/2019-36;13.221.247/0001-80;COMPANHIA DE DESENVOLVIMENTO E ACAO REGIONAL-CAR;BA;Em execução;Em execução;Normal;sim;Aquisição de patrulha mecanizada;MÁQUINAS E EQUIPAMENTOS; 5.253.124,78 ; 3.335.574,00 ; 1.917.550,78 ;31/12/2019;1/4/2023;31/5/2023;Lote 6;Bahia;13620001;JOSIAS GOMES;0;SIM;INDIVIDUAL;3510387;3335574
884257;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ANDRE DE PAULA / EMENDA 2;006151/2019;21000.050386/2019-99;11.097.359/0001-45;MUNICIPIO DE JOAO ALFREDO;PE;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 317.000,00 ; 250.000,00 ; 67.000,00 ;31/12/2019;24/10/2022;23/12/2022;Lote 6;Pernambuco;10740002;ANDRE DE PAULA;0;SIM;INDIVIDUAL;250000;250000
884258;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;WALTER PINHEIRO / EMENDA 12;044093/2019;21000.064802/2019-36;13.221.247/0001-80;COMPANHIA DE DESENVOLVIMENTO E ACAO REGIONAL-CAR;BA;Prestação de Contas em Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de maquinas;MÁQUINAS E EQUIPAMENTOS; 884.710,52 ; 709.774,00 ; 174.936,52 ;31/12/2019;30/8/2022;29/10/2022;Lote 6;Bahia;28800012;WALTER PINHEIRO;0;SIM;INDIVIDUAL;709774;709774
884260;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;JOSE NUNES / EMENDA 1;004908/2019;21000.048835/2019-39;13.221.247/0001-80;COMPANHIA DE DESENVOLVIMENTO E ACAO REGIONAL-CAR;BA;Em execução;Em execução;Normal;sim;Aquisição de maquinas com implementos;MÁQUINAS E EQUIPAMENTOS; 1.690.558,37 ; 950.000,00 ; 740.558,37 ;31/12/2019;21/9/2023;20/11/2023;Lote 6;Bahia;27450001;JOSE NUNES;0;SIM;INDIVIDUAL;950000;950000
884263;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;LIDICE DA MATA / EMENDA 1;004966/2019;21000.048856/2019-54;13.937.057/0001-63;SECRETARIA DA AGRICULTURA, PECUARIA, IRRIGACAO, PESCA E AQUICULTURA- SEAGRI;BA;Em execução;Em execução;Normal;sim;Aquisição de Máquinas e Implementos Agrícolas para os municípios do Estado da Bahia.;MÁQUINAS E EQUIPAMENTOS; 949.366,13 ; 730.000,00 ; 219.366,13 ;31/12/2019;10/8/2023;9/10/2023;Lote 6;Bahia;28790001;LIDICE DA MATA;0;SIM;INDIVIDUAL;730000;730000
884264;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;BEBETO / EMENDA 13;004455/2019;21000.048873/2019-91;13.937.057/0001-63;SECRETARIA DA AGRICULTURA, PECUARIA, IRRIGACAO, PESCA E AQUICULTURA- SEAGRI;BA;Em execução;Em execução;Normal;sim;Aquisição de Máquinas e Implementos Agrícolas para diversos municípios do Estado da Bahia.;MÁQUINAS E EQUIPAMENTOS; 1.377.475,32 ; 1.000.000,00 ; 377.475,32 ;31/12/2019;10/8/2023;9/10/2023;Lote 6;Bahia;30280013;BEBETO;0;SIM;INDIVIDUAL;1000000;1000000
884265;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GONZAGA PATRIOTA / EMENDA 2;004652/2019;21000.050877/2019-30;11.286.341/0001-91;MUNICIPIO DE AGUAS BELAS;PE;Prestação de Contas em Análise;Prestação de Contas enviada para Análise;Normal;sim;Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 137.000,00 ; 110.000,00 ; 27.000,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 3;Pernambuco;12180002;GONZAGA PATRIOTA;0;SIM;INDIVIDUAL;110000;110000
884267;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;FERNANDO AFFONSO COLLOR DE MELLO / EMENDA 10;004518/2019;21000.048619/2019-93;12.248.522/0001-96;MUNICIPIO DE MARAGOGI;AL;Em execução;Em execução;Normal;sim;Aquisição de Máquinas e Equipamentos Agrícolas;MÁQUINAS E EQUIPAMENTOS; 275.400,00 ; 275.000,00 ; 400,00 ;31/12/2019;30/8/2023;29/10/2023;Lote 6;Alagoas;25790010;FERNANDO COLLOR;0;SIM;INDIVIDUAL;275000;275000
884268;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;FERNANDO AFFONSO COLLOR DE MELLO / EMENDA 10;007678/2019;21000.048620/2019-18;12.265.468/0001-97;MUNICIPIO DE JUNQUEIRO;AL;Em execução;Em execução;Normal;sim;Aquisição de máquinas e equipamentos agricola;MÁQUINAS E EQUIPAMENTOS; 229.000,00 ; 210.000,00 ; 19.000,00 ;31/12/2019;19/4/2023;18/6/2023;Lote 6;Alagoas;25790010;FERNANDO COLLOR;0;SIM;INDIVIDUAL;210000;210000
884269;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;FELIPE CARRERAS / EMENDA 5;004945/2019;21000.051519/2019-44;10.091.551/0001-61;MUNICIPIO DE RIACHO DAS ALMAS;PE;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 454.300,00 ; 450.000,00 ; 4.300,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 3;Pernambuco;31870005;FELIPE CARRERAS;0;SIM;INDIVIDUAL;450000;450000
884270;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PEDRO FERNANDES / EMENDA 10;002212/2019;21000.049106/2019-08;06.242.846/0001-14;MUNICIPIO DE ARARI;MA;Aguardando Prestação de Contas;Aguardando Prestação de Contas;Normal;sim;Aquisição de uma retroescavadeira.;MÁQUINAS E EQUIPAMENTOS; 251.250,00 ; 250.000,00 ; 1.250,00 ;31/12/2019;12/10/2022;11/12/2022;Lote 6;Maranhão;35110010;PEDRO FERNANDES;0;SIM;INDIVIDUAL;250000;250000
884271;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PEDRO FERNANDES / EMENDA 10;003305/2019;21000.049107/2019-44;06.477.822/0001-44;MUNICIPIO DE BARAO DE GRAJAU;MA;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de Máquinas e Equipamentos Agrícolas.;MÁQUINAS E EQUIPAMENTOS; 151.432,50 ; 150.000,00 ; 1.432,50 ;31/12/2019;27/12/2022;25/2/2023;Lote 6;Maranhão;35110010;PEDRO FERNANDES;0;SIM;INDIVIDUAL;150000;150000
884273;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;RAIMUNDO GOMES DE MATOS / EMENDA 8;005364/2019;21000.048885/2019-16;07.654.114/0001-02;MUNICIPIO DE PORTEIRAS;CE;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Caminhão Caçamba;MÁQUINAS E EQUIPAMENTOS; 250.000,00 ; 200.000,00 ; 50.000,00 ;31/12/2019;30/4/2021;29/6/2021;NÃO;Ceará;34330008;RAIMUNDO GOMES DE MATOS;0;SIM;INDIVIDUAL;200000;200000
884275;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;VANDER LOUBET / EMENDA 1;002601/2019;21000.051080/2019-50;03.981.081/0001-46;AGENCIA DE DESENVOLVIMENTO AGRARIO E EXTENSAO RURAL;MS;Em execução;Em execução;Normal;sim;Aquisição de Veículos, máquinas e equipamentos para a agricultura familiar de Mato Grosso do Sul.;MÁQUINAS E EQUIPAMENTOS; 5.280.278,50 ; 5.000.000,00 ; 280.278,50 ;31/12/2019;28/4/2023;27/6/2023;Lote 6;Mato Grosso do Sul;14510001;VANDER LOUBET;0;SIM;INDIVIDUAL;2500000;2500000
884276;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;DAGOBERTO NOGUEIRA / EMENDA 5;004741/2019;21000.051166/2019-82;03.452.299/0001-03;MUNICIPIO DE AQUIDAUANA;MS;Em execução;Em execução;Normal;sim;Aquisição de Patrulhas Mecanizadas;MÁQUINAS E EQUIPAMENTOS; 187.700,00 ; 180.000,00 ; 7.700,00 ;31/12/2019;31/12/2023;29/2/2024;Lote 6;Mato Grosso do Sul;21700005;DAGOBERTO NOGUEIRA;0;SIM;INDIVIDUAL;180000;180000
884277;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;DAGOBERTO NOGUEIRA / EMENDA 5;044240/2019;21000.064524/2019-17;24.616.187/0001-10;MUNICIPIO DE DOIS IRMAOS DO BURITI;MS;Prestação de Contas em Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de trator agrícola de pneus e implemento no atendimento aos agricultores familiares.;MÁQUINAS E EQUIPAMENTOS; 143.083,33 ; 100.000,00 ; 43.083,33 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Mato Grosso do Sul;21700005;DAGOBERTO NOGUEIRA;0;SIM;INDIVIDUAL;100000;100000
884278;2019;COPI/BANCADA;Convênio;7;410;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA;BANCADA DO MATO GROSSO DO SUL / EMENDA 5;015739/2019;21000.051185/2019-17;03.981.081/0001-46;AGENCIA DE DESENVOLVIMENTO AGRARIO E EXTENSAO RURAL;MS;Em execução;Em execução;Normal;sim;Aquisição de Veículos, máquinas, implementos, equipamentos agrícolas e material de escritório para a agricultura familiar de Mato Grosso do Sul.;MÁQUINAS E EQUIPAMENTOS; 34.998.341,85 ; 28.271.420,00 ; 6.726.921,85 ;31/12/2019;30/9/2023;29/11/2023;Lote 4;Mato Grosso do Sul;71130005;BANCADA DO MATO GROSSO DO SUL;0;NÃO;BANCADA;28271420;28271420
884279;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;WALDEMIR MOKA / EMENDA 12;003100/2019;21000.051277/2019-99;03.162.047/0001-40;MUNICIPIO DE JARDIM;MS;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS;MÁQUINAS E EQUIPAMENTOS; 531.333,34 ; 500.000,00 ; 31.333,34 ;31/12/2019;31/12/2021;1/3/2022;NÃO;Mato Grosso do Sul;29150012;WALDEMIR MOKA;0;SIM;INDIVIDUAL;500000;500000
884280;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ZECA DO PT / EMENDA 8;004642/2019;21000.051294/2019-26;03.434.792/0001-09;MUNICIPIO DE PONTA PORA;MS;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Patrulha Mecanizada para o Município de Ponta Porã MS.;MÁQUINAS E EQUIPAMENTOS; 1.700.000,00 ; 1.500.000,00 ; 200.000,00 ;31/12/2019;30/10/2021;29/12/2021;NÃO;Mato Grosso do Sul;37830008;ZECA DO PT;0;SIM;INDIVIDUAL;1500000;1500000
884281;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;SIMONE TEBET / EMENDA 5;003582/2019;21000.051299/2019-59;01.988.914/0001-75;MUNICIPIO DE CORONEL SAPUCAIA;MS;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Máquinas e Equipamentos Agrícolas.;MÁQUINAS E EQUIPAMENTOS; 502.000,00 ; 500.000,00 ; 2.000,00 ;31/12/2019;30/4/2021;29/6/2021;NÃO;Mato Grosso do Sul;38030005;SIMONE TEBET;0;SIM;INDIVIDUAL;500000;500000
884282;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;SIMONE TEBET / EMENDA 5;000653/2019;21000.051304/2019-23;03.217.924/0001-32;MUNICIPIO DE CARACOL;MS;Prestação de Contas em Complementação;Prestação de Contas em Complementação;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA PARA O MUNICÍPIO DE CARACOL – MS;MÁQUINAS E EQUIPAMENTOS; 528.500,00 ; 500.000,00 ; 28.500,00 ;31/12/2019;30/4/2021;29/6/2021;NÃO;Mato Grosso do Sul;38030005;SIMONE TEBET;0;SIM;INDIVIDUAL;500000;500000
884283;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;KATIA ABREU / EMENDA 5;005907/2019;21000.051727/2019-43;25.086.612/0001-70;MUNICIPIO DE GOIANORTE;TO;Aguardando Prestação de Contas;Aguardando Prestação de Contas;Normal;sim;Aquisição de implementos agrícolas para compor patrulhas mecanizadas.;MÁQUINAS E EQUIPAMENTOS; 151.750,00 ; 150.000,00 ; 1.750,00 ;31/12/2019;30/4/2022;29/6/2022;Lote 6;Tocantins;23590005;KATIA ABREU;0;SIM;INDIVIDUAL;150000;150000
884284;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;005917/2019;21000.051740/2019-01;01.224.716/0001-35;MUNICIPIO DE TOCANTINOPOLIS;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;aquisição de caminhão basculante;MÁQUINAS E EQUIPAMENTOS; 415.000,00 ; 400.000,00 ; 15.000,00 ;31/12/2019;30/10/2021;29/12/2021;Lote 21;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;400000;400000
884285;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;002322/2019;21000.051757/2019-50;01.612.819/0001-72;MUNICIPIO DE BANDEIRANTES DO TOCANTINS;TO;Prestação de Contas em Complementação;Prestação de Contas em Complementação;Normal;sim;Aquisição de máquina - caminhão baú.;MÁQUINAS E EQUIPAMENTOS; 156.666,00 ; 141.000,00 ; 15.666,00 ;31/12/2019;30/4/2021;29/6/2021;NÃO;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884286;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;004433/2019;21000.051830/2019-93;01.625.984/0001-69;MUNICIPIO DE CHAPADA DE AREIA;TO;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de Máquinas e Equipamentos Agrícolas.;MÁQUINAS E EQUIPAMENTOS; 144.100,00 ; 141.000,00 ; 3.100,00 ;31/12/2019;30/4/2021;29/6/2021;NÃO;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884287;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;006519/2019;21000.051831/2019-38;01.629.809/0001-40;MUNICIPIO DE OLIVEIRA DE FATIMA;TO;Aguardando Prestação de Contas;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA;MÁQUINAS E EQUIPAMENTOS; 141.500,00 ; 141.000,00 ; 500,00 ;31/12/2019;31/12/2022;1/3/2023;NÃO;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884288;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;002003/2019;21000.051840/2019-29;02.070.589/0001-20;MUNICIPIO DE PEDRO AFONSO;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Máquinas.;MÁQUINAS E EQUIPAMENTOS; 468.000,00 ; 400.000,00 ; 68.000,00 ;31/12/2019;30/4/2022;29/6/2022;Lote 21;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;400000;400000
884289;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;004161/2019;21000.051843/2019-62;24.851.453/0001-90;MUNICIPIO DE BARROLANDIA;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;AQUISIÇÃO DE RETROESCAVADEIRA;MÁQUINAS E EQUIPAMENTOS; 252.500,00 ; 250.000,00 ; 2.500,00 ;31/12/2019;30/4/2022;29/6/2022;Lote 2;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;250000;250000
884290;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;004742/2019;21000.051859/2019-75;25.063.926/0001-57;MUNICIPIO DE RIACHINHO;TO;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de Trator de Pneus para Auxilio aos Produtores de Riachinho - TO.;MÁQUINAS E EQUIPAMENTOS; 141.144,00 ; 141.000,00 ; 144,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884292;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;004395/2019;21000.051866/2019-77;25.063.983/0001-36;MUNICIPIO DE SAO BENTO DO TOCANTINS;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de trator Agrícola;MÁQUINAS E EQUIPAMENTOS; 143.000,00 ; 141.000,00 ; 2.000,00 ;31/12/2019;30/4/2022;29/6/2022;Lote 2;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884293;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;002177/2019;21000.051870/2019-35;25.063.991/0001-82;MUNICIPIO DE PAU D'ARCO;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de trator agrícola.;MÁQUINAS E EQUIPAMENTOS; 141.855,00 ; 141.000,00 ; 855,00 ;31/12/2019;30/4/2022;29/6/2022;Lote 21;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884294;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;005706/2019;21000.051873/2019-79;25.086.828/0001-35;MUNICIPIO DE SAMPAIO;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Caminhão com Baú, para auxilio da Zona Rural de Sampaio - TO.;MÁQUINAS E EQUIPAMENTOS; 164.296,66 ; 141.000,00 ; 23.296,66 ;31/12/2019;31/12/2021;1/3/2022;Lote 3;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884295;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;003579/2019;21000.051877/2019-57;37.420.775/0001-26;MUNICIPIO DE BOM JESUS DO TOCANTINS;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Trator para o município de Bom Jesus do Tocantins-TO.;MÁQUINAS E EQUIPAMENTOS; 143.000,00 ; 141.000,00 ; 2.000,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884296;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;002456/2019;21000.051897/2019-28;37.421.146/0001-10;MUNICIPIO DE RECURSOLANDIA;TO;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de máquinas - Caminhão com carroceria baú.;MÁQUINAS E EQUIPAMENTOS; 156.666,00 ; 141.000,00 ; 15.666,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884297;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;VICENTINHO JUNIOR / EMENDA 1;002024/2019;21000.051914/2019-27;02.070.589/0001-20;MUNICIPIO DE PEDRO AFONSO;TO;Prestação de Contas enviada para Análise;Aguardando Prestação de Contas;Normal;sim;Aquisição de maquinário.;MÁQUINAS E EQUIPAMENTOS; 275.000,00 ; 235.500,00 ; 39.500,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Tocantins;37750001;VICENTINHO JUNIOR;0;SIM;INDIVIDUAL;235500;235500
884298;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;VICENTINHO JUNIOR / EMENDA 1;001631/2019;21000.051915/2019-71;33.254.558/0001-52;MUNICIPIO DE PORTO ALEGRE DO TOCANTINS;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisiçao de maquinário.;MÁQUINAS E EQUIPAMENTOS; 273.333,33 ; 260.000,00 ; 13.333,33 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Tocantins;37750001;VICENTINHO JUNIOR;0;SIM;INDIVIDUAL;260000;260000
884299;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;VICENTINHO JUNIOR / EMENDA 1;006706/2019;21000.051916/2019-16;37.420.650/0001-04;MUNICIPIO DE LAJEADO;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Retroescavadeira;MÁQUINAS E EQUIPAMENTOS; 236.000,00 ; 235.500,00 ; 500,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 26;Tocantins;37750001;VICENTINHO JUNIOR;0;SIM;INDIVIDUAL;235500;235500
884300;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;BENJAMIN MARANHAO / EMENDA 4;002291/2019;21000.051967/2019-48;08.882.524/0001-65;MUNICIPIO DE SANTA TERESINHA;PB;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada para o Município de Santa Teresinha - PB;MÁQUINAS E EQUIPAMENTOS; 347.000,00 ; 200.000,00 ; 147.000,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 21;Paraíba;12680004;BENJAMIN MARANHAO;0;SIM;INDIVIDUAL;200000;200000
884301;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;WELLINGTON ROBERTO / EMENDA 2;005999/2019;21000.051973/2019-03;08.891.830/0001-68;MUNICIPIO DE SERRA GRANDE;PB;Prestação de Contas em Complementação;Prestação de Contas em Complementação;Normal;sim;Aquisição de uma Patrulha Mecanizada para o município de Serra Grande-PB.;MÁQUINAS E EQUIPAMENTOS; 261.000,00 ; 260.000,00 ; 1.000,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 1;Paraíba;12770002;WELLINGTON ROBERTO;0;SIM;INDIVIDUAL;260000;260000
884302;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;WELLINGTON ROBERTO / EMENDA 2;001976/2019;21000.051983/2019-31;08.924.003/0001-23;MUNICIPIO DE CARRAPATEIRA;PB;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 130.150,00 ; 130.000,00 ; 150,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Paraíba;12770002;WELLINGTON ROBERTO;0;SIM;INDIVIDUAL;130000;130000
